06100026 00000126 ['399', '118', '728', '392']
06100052 00000087 ['287', '818', '356', '906']
06100052 00000087 ['267', '918', '378', '1018']
06100052 00000063 ['309', '523', '409', '625']
06100052 00000022 ['491', '633', '562', '682']
06100052 00000027 ['304', '607', '413', '670']
06100052 00000080 ['138', '762', '273', '887']
06100052 00000042 ['174', '183', '295', '358']
06100052 00000085 ['644', '326', '670', '367']
06100052 00000022 ['579', '828', '673', '899']
06100052 00000053 ['137', '256', '215', '331']
06100052 00000063 ['490', '698', '531', '786']
06100052 00000069 ['239', '781', '322', '892']
06100052 00000053 ['123', '907', '221', '981']
06100052 00000036 ['473', '963', '536', '1018']
06100052 00000089 ['662', '687', '741', '782']
06100052 00000068 ['145', '931', '219', '1048']
06100052 00000093 ['442', '360', '472', '386']
06100052 00000028 ['579', '300', '659', '414']
06100052 00000070 ['176', '1031', '261', '1126']
06100052 00000012 ['522', '480', '609', '564']
06100052 00000053 ['670', '450', '734', '521']
06100052 00000037 ['541', '540', '566', '579']
06100052 00000036 ['305', '898', '383', '968']
06100052 00000073 ['118', '374', '207', '522']
06100052 00000033 ['89', '377', '201', '486']
06100052 00000020 ['126', '415', '183', '493']
06100052 00000063 ['143', '744', '238', '878']
06100052 00000025 ['230', '168', '325', '233']
06100052 00000080 ['138', '616', '275', '761']
06100052 00000066 ['573', '988', '638', '1078']
06100052 00000055 ['0', '372', '48', '460']
06100052 00000088 ['535', '237', '590', '288']
06100052 00000018 ['591', '193', '625', '252']
06100052 00000077 ['142', '160', '227', '274']
06100052 00000033 ['616', '214', '713', '265']
06100052 00000026 ['172', '593', '247', '689']
06100052 00000091 ['147', '651', '236', '745']
06100052 00000037 ['207', '738', '272', '819']
06100052 00000056 ['428', '185', '504', '299']
06100052 00000083 ['189', '315', '349', '433']
06100052 00000053 ['279', '849', '347', '892']
06100052 00000053 ['27', '907', '69', '974']
06100052 00000039 ['186', '343', '322', '486']
06100052 00000033 ['503', '663', '574', '743']
06100052 00000033 ['505', '380', '577', '432']
06100052 00000038 ['738', '528', '813', '570']
06100052 00000030 ['267', '408', '338', '462']
06100052 00000055 ['459', '189', '532', '297']
06100052 00000080 ['510', '427', '620', '552']
06100052 00000088 ['509', '870', '586', '948']
06100052 00000074 ['171', '228', '216', '318']
06100052 00000033 ['358', '811', '447', '869']
06100052 00000053 ['253', '900', '349', '977']
06100052 00000065 ['366', '261', '407', '326']
06100052 00000053 ['667', '365', '729', '443']
06100052 00000090 ['259', '988', '346', '1111']
06100052 00000081 ['394', '321', '522', '461']
06100052 00000066 ['291', '183', '357', '281']
06100052 00000059 ['526', '95', '587', '185']
06100052 00000077 ['15', '572', '76', '639']
06100052 00000029 ['132', '551', '213', '665']
06100052 00000076 ['314', '556', '413', '635']
06100052 00000048 ['598', '180', '670', '313']
06100052 00000048 ['194', '366', '297', '490']
06100052 00000044 ['720', '254', '879', '379']
06100052 00000026 ['708', '945', '734', '969']
06100052 00000089 ['531', '294', '597', '367']
06100052 00000056 ['660', '772', '742', '879']
06100052 00000091 ['133', '760', '242', '851']
06100052 00000087 ['544', '224', '616', '318']
06100052 00000051 ['334', '175', '428', '268']
06100052 00000025 ['87', '920', '170', '1004']
06100052 00000036 ['599', '793', '678', '866']
06100052 00000085 ['256', '467', '308', '529']
06100052 00000077 ['132', '575', '211', '680']
06100052 00000073 ['317', '396', '428', '537']
06100052 00000083 ['605', '1006', '678', '1118']
06100052 00000082 ['324', '851', '473', '994']
06100052 00000037 ['324', '533', '374', '597']
06100052 00000028 ['189', '184', '267', '257']
06100052 00000084 ['523', '440', '625', '575']
06100052 00000018 ['584', '411', '634', '450']
06100052 00000019 ['528', '580', '593', '665']
06100052 00000087 ['316', '196', '368', '247']
06100052 00000053 ['14', '105', '77', '147']
06100052 00000090 ['513', '789', '594', '878']
06100052 00000074 ['683', '655', '757', '758']
06100052 00000081 ['408', '839', '507', '900']
06100052 00000018 ['211', '403', '241', '442']
06100052 00000022 ['221', '429', '307', '508']
06100052 00000092 ['316', '937', '384', '995']
06100052 00000030 ['266', '649', '327', '717']
06100052 00000074 ['548', '331', '618', '407']
06100052 00000093 ['46', '703', '83', '748']
06100052 00000090 ['263', '893', '346', '988']
06100052 00000088 ['518', '1052', '578', '1129']
06100052 00000030 ['247', '252', '335', '331']
06100052 00000022 ['393', '788', '471', '835']
06100052 00000022 ['570', '373', '679', '461']
06100052 00000031 ['377', '472', '470', '525']
06100052 00000021 ['251', '842', '325', '913']
06100052 00000070 ['420', '557', '481', '684']
06100052 00000020 ['131', '669', '186', '735']
06100052 00000092 ['348', '422', '411', '495']
06100052 00000041 ['23', '606', '158', '805']
06100052 00000026 ['436', '163', '508', '227']
06100052 00000059 ['344', '459', '452', '673']
06100052 00000033 ['218', '583', '307', '608']
06100052 00000081 ['569', '683', '716', '804']
06100052 00000069 ['651', '980', '707', '1039']
06100052 00000053 ['23', '405', '75', '451']
06100052 00000053 ['668', '691', '726', '733']
06100052 00000020 ['119', '209', '189', '281']
06100052 00000080 ['150', '1015', '287', '1143']
06100052 00000038 ['714', '253', '818', '332']
06100052 00000070 ['436', '884', '505', '1001']
06100052 00000018 ['756', '620', '777', '647']
06100052 00000021 ['258', '913', '309', '953']
06100052 00000023 ['31', '235', '109', '319']
06100052 00000047 ['188', '495', '285', '564']
06100052 00000093 ['596', '272', '623', '306']
06100052 00000018 ['593', '661', '629', '696']
06100052 00000029 ['121', '942', '197', '1013']
06100052 00000018 ['671', '194', '713', '247']
06100052 00000039 ['189', '600', '315', '789']
06100052 00000021 ['580', '354', '650', '390']
06100052 00000034 ['275', '581', '381', '656']
06100052 00000019 ['155', '700', '207', '774']
06100052 00000091 ['257', '503', '342', '584']
06100052 00000037 ['523', '224', '582', '287']
06100052 00000004 ['455', '671', '534', '774']
06100052 00000020 ['295', '160', '369', '219']
06100052 00000025 ['123', '171', '191', '225']
06100052 00000013 ['402', '542', '534', '685']
06100052 00000025 ['212', '1007', '287', '1097']
06100052 00000026 ['553', '361', '631', '398']
06100052 00000033 ['618', '823', '722', '929']
06100052 00000092 ['365', '339', '424', '410']
06100052 00000016 ['741', '522', '822', '597']
06100052 00000016 ['742', '630', '821', '715']
06100052 00000031 ['490', '530', '596', '621']
06100052 00000067 ['388', '659', '437', '773']
06100052 00000069 ['381', '319', '455', '398']
06100052 00000022 ['303', '210', '375', '287']
06100052 00000028 ['330', '758', '377', '801']
06100052 00000034 ['550', '481', '634', '545']
06100052 00000065 ['503', '132', '573', '204']
06100052 00000021 ['260', '792', '309', '838']
06100052 00000017 ['498', '409', '568', '479']
06100052 00000034 ['682', '975', '765', '1035']
06100052 00000059 ['658', '105', '752', '246']
06100052 00000026 ['427', '461', '506', '542']
06100052 00000025 ['351', '523', '430', '606']
06100052 00000025 ['348', '331', '428', '422']
06100052 00000093 ['275', '490', '312', '512']
06100052 00000090 ['245', '411', '336', '470']
06100052 00000089 ['690', '229', '719', '283']
06100052 00000089 ['687', '380', '726', '439']
06100052 00000036 ['445', '763', '541', '872']
06100052 00000077 ['1', '170', '94', '287']
06100052 00000023 ['486', '136', '555', '192']
06100052 00000055 ['81', '750', '188', '847']
06100052 00000038 ['611', '715', '670', '756']
06100052 00000057 ['136', '136', '262', '275']
06100052 00000022 ['486', '439', '563', '528']
06100052 00000066 ['430', '167', '521', '267']
06100052 00000026 ['685', '253', '775', '325']
06100052 00000026 ['191', '1044', '235', '1117']
06100052 00000073 ['521', '780', '649', '906']
06100052 00000056 ['788', '309', '873', '418']
06100052 00000025 ['580', '1027', '652', '1130']
06100052 00000036 ['457', '1037', '568', '1110']
06100052 00000028 ['461', '745', '516', '811']
06100052 00000076 ['512', '235', '614', '354']
06100052 00000036 ['578', '199', '648', '255']
06100052 00000069 ['363', '589', '470', '656']
06100052 00000066 ['145', '729', '253', '858']
06100052 00000091 ['623', '347', '698', '413']
06100052 00000021 ['594', '837', '656', '908']
06100052 00000065 ['508', '666', '594', '773']
06100052 00000029 ['260', '938', '335', '1014']
06100052 00000022 ['764', '465', '847', '537']
06100052 00000046 ['404', '357', '537', '505']
06100052 00000085 ['409', '633', '445', '680']
06100052 00000035 ['227', '289', '300', '344']
06100052 00000093 ['433', '546', '482', '590']
06100052 00000069 ['214', '184', '322', '299']
06100052 00000047 ['185', '598', '270', '703']
06100052 00000090 ['515', '257', '596', '351']
06100052 00000053 ['275', '281', '342', '357']
06100052 00000069 ['385', '763', '452', '887']
06100052 00000019 ['282', '490', '353', '556']
06100052 00000053 ['5', '457', '92', '542']
06100052 00000082 ['503', '970', '670', '1121']
06100052 00000069 ['645', '887', '748', '966']
06100052 00000087 ['387', '924', '491', '999']
06100052 00000026 ['320', '456', '373', '499']
06100052 00000035 ['616', '625', '692', '681']
06100052 00000027 ['365', '440', '390', '464']
06100052 00000048 ['579', '544', '709', '673']
06100052 00000038 ['488', '560', '526', '617']
06100052 00000033 ['501', '556', '569', '643']
06100052 00000021 ['59', '215', '139', '308']
06100052 00000074 ['815', '480', '890', '562']
06100052 00000019 ['14', '577', '71', '669']
06100052 00000084 ['338', '350', '467', '477']
06100052 00000027 ['205', '181', '274', '241']
06100052 00000012 ['324', '1028', '451', '1126']
06100052 00000024 ['441', '1006', '512', '1068']
06100052 00000083 ['223', '817', '341', '907']
06100052 00000018 ['740', '383', '788', '429']
06100052 00000020 ['655', '829', '714', '845']
06100052 00000044 ['395', '151', '458', '270']
06100052 00000053 ['262', '660', '347', '716']
06100052 00000022 ['771', '805', '848', '897']
06100052 00000075 ['152', '192', '247', '314']
06100052 00000018 ['660', '608', '719', '661']
06100052 00000091 ['380', '222', '457', '298']
06100052 00000037 ['424', '480', '482', '532']
06100052 00000025 ['236', '360', '324', '425']
06100052 00000025 ['229', '457', '305', '529']
06100052 00000085 ['108', '466', '152', '514']
06100052 00000063 ['325', '360', '403', '485']
06100052 00000085 ['339', '625', '373', '670']
06100052 00000034 ['414', '540', '500', '560']
06100052 00000025 ['468', '890', '521', '940']
06100052 00000018 ['826', '192', '865', '242']
06100052 00000046 ['189', '176', '312', '287']
06100052 00000017 ['358', '619', '401', '687']
06100052 00000035 ['210', '366', '301', '434']
06100052 00000022 ['312', '466', '379', '574']
06100052 00000066 ['448', '493', '534', '599']
06100052 00000027 ['177', '363', '281', '462']
06100052 00000042 ['538', '327', '658', '438']
06100052 00000025 ['89', '757', '165', '838']
06100052 00000049 ['10', '585', '126', '700']
06100052 00000053 ['144', '527', '229', '617']
06100052 00000004 ['592', '330', '670', '460']
06100052 00000022 ['313', '651', '380', '737']
06100052 00000051 ['317', '274', '414', '360']
06100052 00000029 ['250', '184', '331', '249']
06100052 00000077 ['278', '546', '357', '637']
06100052 00000088 ['126', '269', '218', '344']
06100052 00000028 ['442', '504', '533', '603']
06100052 00000037 ['412', '717', '486', '778']
06100052 00000019 ['395', '341', '460', '433']
06100052 00000059 ['182', '880', '279', '942']
06100052 00000065 ['223', '864', '272', '950']
06100052 00000021 ['405', '160', '481', '242']
06100052 00000082 ['324', '191', '477', '326']
06100052 00000081 ['389', '446', '519', '579']
06100052 00000026 ['304', '534', '377', '605']
06100052 00000027 ['491', '962', '524', '1008']
06100052 00000022 ['395', '729', '466', '782']
06100052 00000016 ['603', '450', '674', '533']
06100052 00000057 ['115', '437', '260', '565']
06100052 00000030 ['136', '999', '208', '1090']
06100052 00000083 ['386', '375', '529', '558']
06100052 00000018 ['665', '294', '709', '342']
06100052 00000022 ['401', '835', '471', '893']
06100052 00000023 ['463', '451', '579', '537']
06100052 00000031 ['386', '646', '455', '731']
06100052 00000019 ['17', '343', '71', '404']
06100052 00000017 ['662', '432', '717', '502']
06100052 00000077 ['290', '731', '363', '784']
06100052 00000033 ['237', '494', '315', '543']
06100052 00000018 ['284', '593', '325', '633']
06100052 00000089 ['661', '106', '753', '229']
06100052 00000088 ['271', '102', '339', '197']
06100052 00000027 ['614', '477', '701', '554']
06100052 00000092 ['343', '686', '396', '730']
06100052 00000036 ['437', '502', '542', '621']
06100052 00000092 ['557', '877', '653', '989']
06100052 00000084 ['143', '382', '294', '521']
06100052 00000023 ['490', '667', '575', '716']
06100052 00000059 ['183', '531', '288', '682']
06100052 00000083 ['204', '170', '363', '311']
06100052 00000023 ['131', '274', '182', '332']
06100052 00000076 ['541', '363', '583', '430']
06100052 00000025 ['111', '620', '177', '684']
06100052 00000070 ['279', '865', '369', '990']
06100052 00000036 ['153', '888', '229', '980']
06100052 00000077 ['12', '981', '80', '1058']
06100052 00000080 ['343', '979', '467', '1089']
06100052 00000030 ['531', '895', '605', '961']
06100052 00000087 ['661', '435', '741', '509']
06100052 00000017 ['257', '776', '278', '809']
06100052 00000069 ['232', '691', '302', '749']
06100052 00000075 ['480', '641', '551', '745']
06100052 00000035 ['487', '299', '560', '352']
06100052 00000027 ['336', '887', '434', '985']
06100052 00000067 ['511', '1004', '596', '1075']
06100052 00000053 ['18', '776', '75', '817']
06100052 00000063 ['466', '92', '594', '297']
06100052 00000042 ['560', '596', '701', '738']
06100052 00000020 ['559', '221', '633', '272']
06100052 00000024 ['454', '147', '532', '197']
06100052 00000023 ['39', '509', '106', '574']
06100052 00000091 ['619', '558', '702', '639']
06100052 00000023 ['213', '395', '304', '490']
06100052 00000021 ['493', '383', '572', '464']
06100052 00000016 ['450', '401', '507', '491']
06100052 00000091 ['146', '866', '217', '985']
06100052 00000053 ['651', '296', '737', '360']
06100052 00000049 ['14', '188', '117', '318']
06100052 00000035 ['197', '777', '284', '839']
06100052 00000037 ['326', '222', '379', '289']
06100052 00000089 ['415', '110', '504', '213']
06100052 00000085 ['565', '567', '595', '603']
06100052 00000030 ['135', '761', '226', '826']
06100052 00000031 ['635', '883', '716', '984']
06100052 00000091 ['398', '597', '466', '647']
06100052 00000024 ['325', '142', '399', '209']
06100052 00000093 ['586', '511', '627', '546']
06100052 00000029 ['519', '885', '589', '931']
06100052 00000053 ['5', '158', '83', '213']
06100052 00000093 ['438', '270', '469', '310']
06100052 00000069 ['233', '600', '316', '657']
06100052 00000067 ['513', '175', '598', '272']
06100052 00000018 ['577', '338', '634', '396']
06100052 00000087 ['293', '1034', '349', '1129']
06100052 00000088 ['248', '215', '339', '336']
06100052 00000037 ['323', '484', '384', '522']
06100052 00000037 ['536', '864', '577', '890']
06100052 00000037 ['329', '842', '360', '890']
06100052 00000067 ['672', '442', '722', '534']
06100052 00000016 ['139', '440', '238', '551']
